BROKERTITLE,TYPE, PRICE ,BEDS,BATH,PROPERTYSQFT,ADDRESS,Neighborhood/Boroughs,State,Zipcode,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,Buyer_FirstNames,Buyer_LastName,Buyer_Email,Buyer_Phone,Buyer_STREET,Buyer_UNIT,Buyer_CITY,Buyer_DISTRICT,Buyer_REGION,Buyer_Zipcode,Buyer_budget,Seller_FirstNames,Seller_LastNames,Seller_Email,Seller_Phone,Seller_STREET,Seller_UNIT,Seller_CITY,Seller_DISTRICT,Seller_REGION,Seller_Zipcode,Employee_Lastnames,Employee_Firstnames,Employees_phone,Employees_email,Start_date,Position, Salary , Commission ,Appointment_Date,Appointment_Time,Attendence,Property_id,Date_post,Property_status,Transaction_id,Transaction_date,Payment_status,Rating
Corcoran Park Slope,Condo,"1,165,000.00",1,1,815,338 Berry St Apt 4E,Brooklyn,NY,11249,New York,Kings County,Brooklyn,Williamsburg,338,"338 Berry St #4e, Brooklyn, NY 11249, USA",40.711969,-73.9649468,Liao, Joseph,liaojoseph@example.com,898-610-4941,Agate Avenue,,Ossining,Westchester,NY,10562,1120000,al-Karam, Kulthum,alkaramkulthum@example.com,895-014-9288,Euclid Avenue,,Oyster Bay,Nassau,NY,11758,Egan, Rennosuke,334-363-4704,eganrennosuke@example.com,12/19/15,Lead Negotiator,"109,324.00","58,250.00",9/15/17,12:39:09 PM,FALSE,39,7/18/17,Withdrawn,39,12/29/18,Canceled,3
Staten Island Homes Realty Corp,Multi-family,"1,199,000.00",6,5,3290,10 Simon Ct,Staten Island,NY,10307,United States,New York,Richmond County,Staten Island,Simon Court,"10 Simon Ct, Staten Island, NY 10307, USA",40.5159256,-74.2361135,Vue, Diane,vuediane@example.com,816-649-9468,Philadelphia Street,Apartment 1,Buffalo,Erie,NY,14207,1150000,An, Lillian,anlillian@example.com,710-125-4165,McKinney Street,,Islip,Suffolk,NY,11722,el-Matin, Nassaar,423-438-6342,elmatinnassaar@example.com,10/11/20,Listing Specialist,"50,000.00","59,950.00",2/4/10,11:00:54 AM,TRUE,40,7/22/06,Withdrawn,40,10/2/13,Canceled,2
Exp Realty,Multi-family,"700,000.00",6,2,3053,229 W Tremont Ave Unit A,Bronx,NY,10453,United States,New York,Bronx County,The Bronx,West Tremont Avenue,"229 W Tremont Ave, Bronx, NY 10453, USA",40.852813,-73.9176871,Santos Lopez, Jorge,santoslopezjorge@example.com,430-525-2660,Clapper Road,,Huron,Wayne,NY,14590,651000,el-Salik, Haarith,elsalikhaarith@example.com,163-448-7772,East Prospect Avenue,Apartment 3,Mount Vernon,Westchester,NY,10550,el-Ben, Asghar,365-457-2164,elbenasghar@example.com,4/21/20,Real Estate Advisor,"128,774.00","35,000.00",11/15/15,3:09:42 PM,TRUE,41,8/21/14,Active,41,11/10/16,Completed,2
Century 21 Realty First,Multi-family,"2,150,000.00",8,4,3200,2226 63rd St,Brooklyn,NY,11204,United States,New York,Kings County,Brooklyn,63rd Street,"2226 63rd St, Brooklyn, NY 11204, USA",40.614446,-73.9795824,West, Cassandra,westcassandra@example.com,087-106-1113,Bluefield Drive,Unit 201,Ramapo,Rockland,NY,10977,2100000,al-Ghanem, Hadiyya,alghanemhadiyya@example.com,509-019-7272,Kirkwood Drive,,West Seneca,Erie,NY,14224,Fifita, Jun,792-309-1827,fifitajun@example.com,11/23/19,Real Estate Advisor,"76,555.00","107,500.00",11/19/12,9:38:02 AM,FALSE,42,9/5/12,Active,42,6/21/13,Completed,2
E Realty International Corp,Multi-family,"1,280,000.00",7,5,2460,86-05 91st Ave,Woodhaven,NY,11421,United States,New York,Queens County,Queens,91st Avenue,"86-05 91st Ave, Jamaica, NY 11421, USA",40.688312,-73.856322,Armstrong, Tessa,armstrongtessa@example.com,892-222-4606,Union Street,Apartment A,Montgomery,Orange,NY,12549,1110000,Smith, Robert Deangelo,smithrobertdeangelo@example.com,695-709-2318,County Road 34,,Norwich,Chenango,NY,13815,Pickett, Marquices Anthony,416-131-1230,pickettmarquicesanthony@example.com,5/12/15,Listing Specialist,"95,312.00","64,000.00",10/29/20,12:15:35 PM,FALSE,43,9/19/20,Under Contract,43,12/8/20,Completed,2
Brown Harris Stevens,Co-op,"199,900.00",1,1,2184.207862,828 Gerard Ave Apt 5F,Bronx,NY,10451,New York,Bronx County,The Bronx,Concourse,828,"828 Gerard Ave #5f, Bronx, NY 10451, USA",40.8260352,-73.9256625,Freidhof, Nicholas,freidhofnicholas@example.com,058-472-1536,Roe Drive,,Hyde Park,Dutchess,NY,12538,243000,Lucero, Javier,lucerojavier@example.com,156-082-7621,Hammond Lane,,Wilton,Saratoga,NY,12831,Reyes Lopez, Angelica,489-357-9414,reyeslopezangelica@example.com,8/15/17,Real Estate Advisor,"62,100.00","9,995.00",9/28/22,11:07:56 AM,FALSE,44,9/16/22,Active,44,10/22/22,Completed,3
Winzone Realty Inc,Co-op,"369,000.00",2,1,2184.207862,43-40 Union St Unit 3D,Flushing,NY,11355,New York,Queens County,Queens,Flushing,43-40,"43-40 Union St #3d, Flushing, NY 11355, USA",40.753455,-73.8209077,Copeland, Obiajulu,copelandobiajulu@example.com,062-121-1178,Heathcote Road,,Babylon,Suffolk,NY,11757,413000,el-Omar, Shaamikh,elomarshaamikh@example.com,154-479-3956,Eastwood Avenue,,Hamburg,Erie,NY,14075,Jeffries, Amber,780-244-7492,jeffriesamber@example.com,1/7/21,Sales Associate,"97,358.00","18,450.00",9/23/16,1:08:57 PM,TRUE,45,2/26/13,Sold,45,5/4/19,Completed,5
Prestige Homes Ny Inc,Multi-family,"699,000.00",4,3,1591,111-31 141st St,Jamaica,NY,11435,United States,New York,Queens County,Queens,141st Street,"111-31 141st St, Jamaica, NY 11435, USA",40.6847504,-73.8027331,Dinsmore, Wambli,dinsmorewambli@example.com,888-256-1888,Durham Place,,Brookhaven,Suffolk,NY,11755,620000,al-Aziz, Tawfeeq,alaziztawfeeq@example.com,186-647-4024,Washington Street,,Rye,Westchester,NY,10573,al-Ashraf, Ihaab,271-986-1987,alashrafihaab@example.com,9/15/15,Sales Associate,"84,950.00","34,950.00",8/4/15,11:21:37 AM,TRUE,46,2/26/14,Active,46,11/21/22,Completed,3
Brown Harris Stevens,Co-op,"4,250,000.00",3,2,2400,123 Prince St Unit 1,Manhattan,NY,10012,New York,New York County,New York,Manhattan,123,"123 Prince St Apt 1f, New York, NY 10012, USA",40.725464,-73.9999212,Oliva, Peter,olivapeter@example.com,844-709-6706,Ganoungtown Road,,Fenton,Broome,NY,13833,4070000,Hernandez, Andre,hernandezandre@example.com,823-291-1820,Brady Hill Road,,Binghamton,Broome,NY,13903,Ahmed Naji, Marissa,787-916-7733,ahmednajimarissa@example.com,1/8/20,Buyer Agent,"50,000.00","212,500.00",12/2/05,4:46:11 PM,TRUE,47,6/9/05,Sold,47,5/18/14,Completed,4
Weichert Realtors TMT Group,Multi-family,"825,000.00",2,2,2184.207862,32-39 Jordan St,Flushing,NY,11358,United States,New York,Queens County,Queens,Jordan Street,"32-39 Jordan St, Flushing, NY 11358, USA",40.768457,-73.789417,al-Hosein, Mardiyya,alhoseinmardiyya@example.com,867-745-0964,Abington Place,,North Tonawanda,Niagara,NY,14120,786000,Tafoya, Marisa,tafoyamarisa@example.com,065-750-5447,Euclid Avenue,,Syracuse,Onondaga,NY,13210,Khom, Jenna,774-811-5911,khomjenna@example.com,7/16/17,Listing Specialist,"50,000.00","41,250.00",8/22/09,1:17:50 PM,TRUE,48,12/26/07,Active,48,7/5/22,Completed,2
American Homes Group,Condo,"329,000.00",2,1,837,55 Austin Pl Apt 4L,Staten Island,NY,10304,New York,Richmond County,Staten Island,Mid Island,55,"55 Austin Pl APT 4L, Staten Island, NY 10304, USA",40.6315346,-74.0856344,Martel, Caleb,martelcaleb@example.com,182-315-4421,Mountainview Drive West,,Homer,Cortland,NY,13077,354000,Carter, Russell,carterrussell@example.com,910-693-4732,Benedict Lane,,New Windsor,Orange,NY,12553,Kim, Miranda,340-918-2092,kimmiranda@example.com,11/13/20,Buyer Agent,"87,089.00","16,450.00",9/23/21,2:40:41 PM,TRUE,49,1/13/21,Sold,49,12/14/22,Completed,5
Wonica REALTORS & Appraisers,Multi-family,"889,000.00",2,2,1520,17 S Greenleaf Ave,Staten Island,NY,10314,United States,New York,Richmond County,Staten Island,South Greenleaf Avenue,"17 S Greenleaf Ave, Staten Island, NY 10314, USA",40.6233188,-74.1259917,Mesa, Gerardo,mesagerardo@example.com,143-905-7733,State Highway 7,,Milford,Otsego,NY,12116,881000,el-Sattar, Saabiqa,elsattarsaabiqa@example.com,229-567-8276,Cross Street,,North Hempstead,Nassau,NY,11590,Soto Martinez, Kendra,921-897-8138,sotomartinezkendra@example.com,8/12/15,Sales Associate,"50,000.00","44,450.00",10/2/17,4:39:25 PM,TRUE,50,8/13/14,Sold,50,10/22/22,Completed,5
First Class Homes Inc,Multi-family,"769,000.00",2,2,2184.207862,101-55 112th St,Richmond Hill South,NY,11419,United States,New York,Queens County,Queens,112th Street,"101-55 112th St, South Richmond Hill, NY 11419, USA",40.6868333,-73.8309133,al-Huq, Zuhriyaa,alhuqzuhriyaa@example.com,824-019-4501,Prospect Street,,White Plains,Westchester,NY,10605,788000,Matos, Newton,matosnewton@example.com,716-398-8338,Kimberly Avenue,,Buffalo,Erie,NY,14220,Shells, Macie,352-310-1826,shellsmacie@example.com,3/2/15,Lead Negotiator,"77,777.00","38,450.00",7/13/11,12:34:26 PM,TRUE,51,8/14/08,Withdrawn,51,3/10/19,Canceled,2
eXp Realty BKNY,Multi-family,"1,200,000.00",4,2,2536,66 Bay 22nd St,Brooklyn,NY,11214,United States,New York,Kings County,Brooklyn,Bay 22nd Street,"66 Bay 22nd St, Brooklyn, NY 11214, USA",40.6042861,-74.0012526,Turner, Frank,turnerfrank@example.com,330-873-7580,Sanford Street,,Buffalo,Erie,NY,14214,1190000,el-Usman, Nawwaara,elusmannawwaara@example.com,181-898-6448,Bradford Street,,Albany,Albany,NY,12206,Blount, De'Jour,493-168-3872,blountdejour@example.com,7/12/15,Buyer Agent,"50,000.00","60,000.00",1/18/19,3:24:01 PM,TRUE,52,12/29/16,Sold,52,10/16/20,Completed,5
VYLLA HOME,Co-op,"220,500.00",2,1,900,350 Richmond Ter Apt 3M,Staten Island,NY,10301,New York,Richmond County,Staten Island,Mid Island,350,"350 Richmond Terrace Apt 3n, Staten Island, NY 10301, USA",40.6481488,-74.0847983,Eckhart, Christian,eckhartchristian@example.com,175-233-7628,Ernest Road,,Royalton,Niagara,NY,14105,219000,Corona, James,coronajames@example.com,522-150-3445,East Delavan Avenue,,Buffalo,Erie,NY,14215,al-Hamady, Naseeba,476-448-9749,alhamadynaseeba@example.com,9/11/23,Listing Specialist,"50,000.00","11,025.00",4/2/13,11:19:40 AM,TRUE,53,9/16/12,Under Contract,53,8/1/14,Completed,3
RE MAX Edge,Multi-family,"1,999,000.00",3,3,2739,259 80th St,Brooklyn,NY,11209,United States,New York,Kings County,Brooklyn,80th Street,"259 80th St, Brooklyn, NY 11209, USA",40.6281691,-74.0297598,Alexander, Johnathan,alexanderjohnathan@example.com,559-503-5577,Union Avenue,,Peekskill,Westchester,NY,10566,2270000,al-Allee, Zaid,alalleezaid@example.com,018-427-8976,Black Hollow Road,,Remsen,Oneida,NY,13438,Lansing, Jacqueline,662-576-7732,lansingjacqueline@example.com,6/7/19,Lead Negotiator,"99,456.00","99,950.00",6/14/17,12:49:47 PM,TRUE,54,2/24/10,Pending,54,11/7/17,Completed,2
Douglas Elliman  -111 Fifth Ave,Co-op,"3,250,000.00",2,2,1300,240 Centre St Unit 2M,New York,NY,10013,New York County,New York,Manhattan,Centre Street,The Police Building,"The Police Building, 240 Centre St #2b, New York, NY 10013, USA",40.7199716,-73.9980266,Aguilar, Andrew,aguilarandrew@example.com,187-871-8391,Western Turnpike,Trailer 212,Duanesburg,Schenectady,NY,12056,3170000,Kohnlein, Rhiannon,kohnleinrhiannon@example.com,192-686-2618,Holcomb Gulf Road,,Litchfield,Herkimer,NY,13357,Sealey, Hassan,240-657-8805,sealeyhassan@example.com,9/18/20,Buyer Agent,"184,617.00","162,500.00",1/3/16,2:16:18 PM,FALSE,55,7/22/15,Pending,55,3/15/16,Completed,1
Douglas Elliman  -111 Fifth Ave,Condo,"1,650,000.00",2,2,1267,473 Hicks St Apt 4,Brooklyn,NY,11231,New York,Kings County,Brooklyn,Cobble Hill,473,"473 Hicks St APT 4, Brooklyn, NY 11231, USA",40.6866098,-73.9997131,Sandoval, Cora,sandovalcora@example.com,173-748-8808,Staubitz Avenue,,Orangetown,Rockland,NY,10965,1900000,Thomas, Shakeara,thomasshakeara@example.com,673-850-1073,Red Maple Drive North,,Hempstead,Nassau,NY,11793,Sealey, Hassan,240-657-8805,sealeyhassan@example.com,9/18/20,Buyer Agent,"184,617.00","82,500.00",9/17/17,10:25:41 AM,TRUE,56,6/27/17,Under Contract,56,12/17/17,Completed,2
"Homes R Us Realty of NY, Inc.",Multi-family,"1,049,000.00",4,4,2554,342 Manhattan St,Staten Island,NY,10307,United States,New York,Richmond County,Staten Island,Manhattan Street,"342 Manhattan St, Staten Island, NY 10307, USA",40.5016233,-74.2417531,Wilson, Kiauva,wilsonkiauva@example.com,122-106-3640,Creamery Drive,,New Windsor,Orange,NY,12553,886000,al-Yacoub, Mahboob,alyacoubmahboob@example.com,037-412-4882,Bell Hill Road,,Deerfield,Oneida,NY,13502,al-Hussain, Kinaana,630-623-3676,alhussainkinaana@example.com,4/2/15,Lead Negotiator,"91,602.00","52,450.00",11/5/16,2:21:34 PM,TRUE,57,7/3/14,Active,57,4/7/20,Completed,3
American Homes Group,House,"998,800.00",3,4,2400,1191 Clove Rd,Staten Island,NY,10301,United States,New York,Richmond County,Staten Island,Clove Road,"1191 Clove Rd, Staten Island, NY 10301, USA",40.6175,-74.103996,Brunson, Nicholas,brunsonnicholas@example.com,590-451-8847,Clizbe Avenue,,Amsterdam,Montgomery,NY,12010,1050000,Schantzen, Ian,schantzenian@example.com,057-425-1708,Hermance Road,,Galway,Saratoga,NY,12074,Kim, Miranda,340-918-2092,kimmiranda@example.com,11/13/20,Buyer Agent,"87,089.00","49,940.00",11/5/11,1:16:58 PM,TRUE,58,10/26/11,Sold,58,11/12/11,Completed,4
American Homes Group,House,"998,800.00",3,4,2400,Waldron Ave,Staten Island,NY,10301,10301,United States,New York,Richmond County,Mid Island,"Waldron Ave, Staten Island, NY 10301, USA",40.618648,-74.1019085,Hoffman, Avery,hoffmanavery@example.com,560-873-3550,Forest Avenue Extension,,Busti,Chautauqua,NY,14701,1010000,Ertel, Lauren,ertellauren@example.com,190-742-0471,Bluestone Hollow,,Webster,Monroe,NY,14580,Kim, Miranda,340-918-2092,kimmiranda@example.com,11/13/20,Buyer Agent,"87,089.00","49,940.00",6/18/19,3:58:00 PM,FALSE,59,2/19/09,Withdrawn,59,2/18/20,Canceled,2
DEGI - Douglas Elliman Real Estate,For sale,"3,150,000.00",3,2,1952,184 Lincoln Pl Unit 2,Brooklyn,NY,11217,New York,Kings County,Brooklyn,Park Slope,184,"184 Lincoln Pl #2, Brooklyn, NY 11217, USA",40.6754035,-73.9742051,el-Sawaya, Abdul Ghani,elsawayaabdulghani@example.com,133-627-1864,Watervale Road,,Pompey,Onondaga,NY,13104,3210000,Salazar, Flor,salazarflor@example.com,017-015-5956,East Main Street,,Cuba,Allegany,NY,14727,Tafoya, Austin,289-411-2517,tafoyaaustin@example.com,2/18/16,Real Estate Advisor,"50,000.00","157,500.00",12/2/21,4:59:16 PM,TRUE,60,10/30/19,Withdrawn,60,5/27/22,Canceled,3
Brown Harris Stevens - 445 Park Avenue,Co-op,"849,000.00",1,1,2184.207862,263 W End Ave Apt 14C,Manhattan,NY,10023,New York,New York County,New York,Manhattan,263,"263 West End Ave #14c, New York, NY 10023, USA",40.7802357,-73.9846328,Gomer, Thomas,gomerthomas@example.com,399-329-7093,Ladue Road,,Clarendon,Orleans,NY,14470,881000,Buchholz, Ian,buchholzian@example.com,452-381-8582,Wallace Avenue,Apartment 1,Mount Vernon,Westchester,NY,10552,Sena, Abdoul,515-100-6290,senaabdoul@example.com,10/17/19,Lead Negotiator,"57,383.00","42,450.00",5/7/15,2:23:36 PM,TRUE,61,3/22/15,Pending,61,4/20/16,Completed,3
Piastro Realty LLC,Co-op,"559,500.00",1,1,800,50 Brighton 1 Rd Unit 5H,Brooklyn,NY,11235,New York,Kings County,Brooklyn,Brighton Beach,50,"50 Brighton 1st Rd #5h, Brooklyn, NY 11235, USA",40.5751942,-73.9669983,Foster, Michelle,fostermichelle@example.com,167-735-3237,Halsey Street,,Islip,Suffolk,NY,11749,531000,Montano, Patrick,montanopatrick@example.com,943-552-3150,Westwood Trail,,Walworth,Wayne,NY,14502,Johnson, Ashley,422-961-4950,johnsonashley@example.com,2/5/22,Real Estate Advisor,"191,893.00","27,975.00",10/19/14,10:23:22 AM,TRUE,62,9/9/11,Under Contract,62,12/28/18,Completed,2
Douglas Elliman - 575 Madison Ave,Co-op,"750,000.00",1,1,835,333 E 66th St Apt 8E,New York,NY,10065,New York,New York County,New York,Manhattan,333,"333 E 66th St #8e, New York, NY 10065, USA",40.7643711,-73.9593578,Shore, Kayla,shorekayla@example.com,032-944-8102,Maple Street,,Fishkill,Dutchess,NY,12508,725000,Ramirez, Joseph,ramirezjoseph@example.com,083-567-9520,Glor Street,,Buffalo,Erie,NY,14207,Dinius, Whitney,498-863-1828,diniuswhitney@example.com,7/15/23,Buyer Agent,"66,375.00","37,500.00",5/12/14,2:49:50 PM,TRUE,63,6/23/12,Pending,63,6/27/14,Completed,3
Douglas Elliman - 575 Madison Ave,Condo,"1,900,000.00",2,2,1029,150 Rivington St Apt 3G,New York,NY,10002,New York,New York County,New York,Manhattan,150,"150 Rivington St #3g, New York, NY 10002, USA",40.7193408,-73.9856438,Jackson, Devundrick,jacksondevundrick@example.com,413-964-1881,Blackpool Court,,Brookhaven,Suffolk,NY,11961,1700000,Robinson, Eric,robinsoneric@example.com,370-379-3156,County Route 126,,Greenwood,Steuben,NY,14839,Lopez, Clint,727-737-3190,lopezclint@example.com,4/6/23,Real Estate Advisor,"121,143.00","95,000.00",9/11/20,4:04:24 PM,TRUE,64,5/29/14,Withdrawn,64,10/21/22,Canceled,2
Corcoran Williamsburg Bedford,Condo,"1,250,000.00",2,2,1201,1105 Cortelyou Rd # 301,Brooklyn,NY,11218,New York,Kings County,Brooklyn,Flatbush,1105,"1105 Cortelyou Rd #301, Brooklyn, NY 11218, USA",40.6400234,-73.9676099,Konishi, Hassanain,konishihassanain@example.com,980-408-1035,Danielle Drive,,Wheatfield,Niagara,NY,14304,1110000,Lasalle, John,lasallejohn@example.com,153-628-1204,Hansen Road,,Schaghticoke,Rensselaer,NY,12154,Crum, Michael,315-597-4424,crummichael@example.com,1/14/20,Real Estate Advisor,"150,154.00","62,500.00",3/15/22,12:00:39 PM,TRUE,65,9/28/20,Withdrawn,65,7/30/22,Canceled,2
COMPASS,Condo,"1,395,000.00",2,2,1182,737 Bergen St Apt 1B,Brooklyn,NY,11238,New York,Kings County,Brooklyn,Prospect Heights,737,"737 Bergen St #1b, Brooklyn, NY 11238, USA",40.6787789,-73.9643728,Leon-Guerrero, Joy,leonguerrerojoy@example.com,926-261-4260,Plaza Lane,Suite 1,Cobleskill,Schoharie,NY,12043,1430000,el-Arafat, Mahaa,elarafatmahaa@example.com,520-040-5634,Frost Avenue,,Rochester,Monroe,NY,14611,Matthews, Dominque,805-151-9468,matthewsdominque@example.com,11/23/15,Real Estate Advisor,"177,574.00","69,750.00",1/30/20,2:25:59 PM,TRUE,66,3/31/16,Sold,66,1/25/22,Completed,4
Monticello Real Estate Group,Co-op,"198,000.00",1,1,2184.207862,83-55 Woodhaven Blvd Unit 1A,Woodhaven,NY,11421,New York,Queens County,Queens,Woodhaven,83-55,"83-55 Woodhaven Blvd #1a, Woodhaven, NY 11421, USA",40.700309,-73.8535466,Baez-Rodriguez, Julian,baezrodriguezjulian@example.com,575-469-7531,Boyle Center Apartments,,Auburn,Cayuga,NY,13021,206000,al-Ghani, Mubashshir,alghanimubashshir@example.com,550-833-9491,Schenck Avenue,Apartment 2R,North Hempstead,Nassau,NY,11021,al-Hashemi, Sitaara,973-618-4819,alhashemisitaara@example.com,1/29/17,Lead Negotiator,"108,202.00","9,900.00",10/4/15,1:16:54 PM,TRUE,67,11/17/14,Pending,67,4/1/22,Completed,3
Better Homes and Gardens Real Estate Safari Realty,Contingent,"619,888.00",3,2,1400,35 Center Pl,Staten Island,NY,10306,United States,New York,Richmond County,Staten Island,Center Place,"35 Center Pl, Staten Island, NY 10306, USA",40.5632116,-74.1002521,Morales Ruiz, Marcos,moralesruizmarcos@example.com,590-029-9667,Norwood Road,,North Hempstead,Nassau,NY,11050,623000,Torres, Wilbert,torreswilbert@example.com,623-088-1939,South Main Street,Apartment 3,Newark Valley,Tioga,NY,13811,Garcia, Edgar,946-296-4769,garciaedgar@example.com,8/21/22,Sales Associate,"194,325.00","30,994.40",10/26/15,2:57:47 PM,FALSE,68,5/31/09,Active,68,10/15/20,Completed,2
Ashford Homes,Multi-family,"1,489,000.00",6,2,3780,205 Wiman Ave,Staten Island,NY,10308,United States,New York,Richmond County,Staten Island,Wiman Avenue,"205 Wiman Ave, Staten Island, NY 10308, USA",40.5395319,-74.1450877,Hinojosa, Michael,hinojosamichael@example.com,424-620-8321,Rock Hill Drive,,Thompson,Sullivan,NY,12775,1620000,Mendez, Prisma,mendezprisma@example.com,687-329-0421,Lake Street,,North Salem,Westchester,NY,10560,el-Muhammed, Sanaaa,572-623-7613,elmuhammedsanaaa@example.com,6/16/17,Sales Associate,"92,139.00","74,450.00",1/4/13,3:11:50 PM,TRUE,69,11/20/11,Active,69,7/11/19,Completed,2
Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse,"65,000,000.00",3,2,15200,4 E 79th St,New York,NY,10075,United States,New York,New York County,New York,East 79th Street,"4 E 79th St, New York, NY 10075, USA",40.7765613,-73.9633167,Trujillo, Shahzad,trujilloshahzad@example.com,562-896-6184,Bryant Avenue,,White Plains,Westchester,NY,10605,78300000,Green, Cody,greencody@example.com,596-740-2831,Log Haven Acres Drive,Apartment D2,Elmira,Chemung,NY,14901,Cardoza, Jared,394-243-1191,cardozajared@example.com,10/21/16,Lead Negotiator,"82,300.00","3,250,000.00",8/31/17,4:27:23 PM,TRUE,70,10/2/15,Withdrawn,70,4/15/19,Canceled,2
Serhant,Condo,"1,595,000.00",3,3,1413,924 Lafayette Ave Unit Ph,Brooklyn,NY,11221,United States,New York,Kings County,Brooklyn,Lafayette Avenue,"924 Lafayette Ave, Brooklyn, NY 11221, USA",40.6915139,-73.935444,al-Iqbal, Muneera,aliqbalmuneera@example.com,405-418-1225,Mountainview Avenue,,Greenburgh,Westchester,NY,10502,1510000,Williams, Armani,williamsarmani@example.com,155-234-7281,Lake Shore Boulevard Extension,,Irondequoit,Monroe,NY,14617,Cohen-Wilson, Sylvester,655-493-4644,cohenwilsonsylvester@example.com,10/6/15,Buyer Agent,"50,000.00","79,750.00",4/22/11,2:53:31 PM,TRUE,71,10/3/07,Pending,71,10/5/13,Completed,2
Douglas Elliman - 575 Madison Ave,Condo,"655,000.00",3,2,803,1504 Jefferson Ave Unit Gardenb,Brooklyn,NY,11237,United States,New York,Kings County,Brooklyn,Jefferson Avenue,"1504 Jefferson Ave, Brooklyn, NY 11237, USA",40.6967268,-73.9074036,Perez, Angel,perezangel@example.com,110-821-4286,Church Street South,Suite 57,Brasher,St Lawrence,NY,13613,503000,el-Ghani, Safaaa,elghanisafaaa@example.com,158-073-6074,Saxon Drive,,Mount Pleasant,Westchester,NY,10595,Dinius, Whitney,498-863-1828,diniuswhitney@example.com,7/15/23,Buyer Agent,"66,375.00","32,750.00",6/13/18,11:32:59 AM,TRUE,72,5/12/17,Pending,72,8/31/19,Completed,1
Serhant,Condo,"1,175,000.00",2,2,1115,924 Lafayette Ave Apt 2,Brooklyn,NY,11221,New York,Kings County,Brooklyn,Bedford-Stuyvesant,924,"924 Lafayette Ave #2, Brooklyn, NY 11221, USA",40.6915139,-73.935444,Tafoya, Alexander,tafoyaalexander@example.com,160-527-7168,United States Route 4,,Fort Ann,Washington,NY,12827,1290000,Alberici, Logan,albericilogan@example.com,513-848-0500,Ralph Avenue,,Islip,Suffolk,NY,11717,el-Farah, Basheer,797-391-9508,elfarahbasheer@example.com,11/16/16,Listing Specialist,"101,671.00","58,750.00",8/18/05,1:06:15 PM,TRUE,73,1/18/05,Pending,73,11/1/05,Completed,2
E Realty International Corp,Multi-family,"2,880,000.00",9,2,2350,16-33 166th St,Whitestone,NY,11357,United States,New York,Queens County,Queens,166th Street,"16-33 166th St, Flushing, NY 11357, USA",40.7832094,-73.7967588,al-Mohammed, Miqdaam,almohammedmiqdaam@example.com,725-835-0650,Riverbend Way,,Wilmington,Essex,NY,12997,2670000,Glover III, Camri,gloveriiicamri@example.com,781-559-4629,Crane Street,,Schenectady,Schenectady,NY,12303,Bui, Vivek,238-867-2780,buivivek@example.com,3/16/16,Lead Negotiator,"60,974.00","144,000.00",10/20/22,9:52:44 AM,FALSE,74,8/19/22,Sold,74,12/2/22,Completed,5
